index,lr,weight_decay,epochs,threshold,device,verbose,early_stopping,early_stopping_thresold,criterion,hidden_layer_K,hidden_layer_L,reproducible,mse,mae,rmse,r2,
174,0.001,0.0001,500,None,cpu,False,False,0.5,MSELoss(),16,1,True,20.077003717422485,3.4778037071228027,4.216492831707001,-7.581412434577942,
175,0.001,0.0001,500,None,cpu,False,False,0.5,MSELoss(),16,2,True,16.27441167831421,3.2530199885368347,4.025542080402374,-34.33462297916412,
176,0.001,0.0001,500,None,cpu,False,False,0.5,MSELoss(),32,1,True,16.639928221702576,3.2358663082122803,3.9995559453964233,-45.15109795331955,
177,0.001,0.0001,500,None,cpu,False,False,0.5,MSELoss(),32,2,True,20.21452260017395,3.598814368247986,4.3685919642448425,-55.72475337982178,
178,0.001,0.0001,500,None,cpu,False,False,0.5,MSELoss(),64,1,True,10.564733326435089,2.600049465894699,3.1404445469379425,-29.581684947013855,
179,0.001,0.0001,500,None,cpu,False,False,0.5,MSELoss(),64,2,True,19.124755144119263,3.7618569135665894,4.268579006195068,-12.34041702747345,
180,0.001,0.0001,1500,None,cpu,False,True,0.5,MSELoss(),16,1,True,23.409400939941406,3.6827064156532288,4.354019820690155,-8.820182085037231,
181,0.001,0.0001,1500,None,cpu,False,True,0.5,MSELoss(),16,2,True,15.455597400665283,3.285315752029419,3.923479735851288,-18.068856716156006,
182,0.001,0.0001,1500,None,cpu,False,True,0.5,MSELoss(),32,1,True,16.760210156440735,3.2096309661865234,3.956438660621643,-21.659995317459106,
183,0.001,0.0001,1500,None,cpu,False,True,0.5,MSELoss(),32,2,True,18.095298051834106,3.5324937105178833,4.0907299518585205,-61.136992782354355,
184,0.001,0.0001,1500,None,cpu,False,True,0.5,MSELoss(),64,1,True,11.517585158348083,2.761717766523361,3.2273233830928802,-74.60638010501862,
185,0.001,0.0001,1500,None,cpu,False,True,0.5,MSELoss(),64,2,True,17.23852515220642,3.629188060760498,4.04645961523056,-12.12764859199524,
186,0.001,0.0001,1500,None,cpu,False,False,0.5,MSELoss(),16,1,True,22.804251670837402,3.658293902873993,4.475849747657776,-7.084858059883118,
187,0.001,0.0001,1500,None,cpu,False,False,0.5,MSELoss(),16,2,True,16.048303842544556,3.2496866583824158,3.9959529042243958,-106.6176729798317,
188,0.001,0.0001,1500,None,cpu,False,False,0.5,MSELoss(),32,1,True,16.265514969825745,3.216751754283905,3.932690143585205,-93.08224922418594,
189,0.001,0.0001,1500,None,cpu,False,False,0.5,MSELoss(),32,2,True,19.427709341049194,3.6264984607696533,4.268532156944275,-98.63882654905319,
190,0.001,0.0001,1500,None,cpu,False,False,0.5,MSELoss(),64,1,True,10.82641088962555,2.656739264726639,3.178462415933609,-31.518701285123825,
191,0.001,0.0001,1500,None,cpu,False,False,0.5,MSELoss(),64,2,True,20.19913387298584,3.7932854294776917,4.360328316688538,-14.635471940040588,
192,0.001,0.001,500,None,cpu,False,True,0.5,MSELoss(),16,1,True,23.53144347667694,3.683867037296295,4.39009028673172,-7.794698715209961,
193,0.001,0.001,500,None,cpu,False,True,0.5,MSELoss(),16,2,True,15.702800750732422,3.318035125732422,3.95377254486084,-18.897575467824936,
194,0.001,0.001,500,None,cpu,False,True,0.5,MSELoss(),32,1,True,14.46800184249878,3.0481444001197815,3.6447341442108154,-23.597597002983093,
195,0.001,0.001,500,None,cpu,False,True,0.5,MSELoss(),32,2,True,18.12961173057556,3.518484354019165,4.085431456565857,-54.932857632637024,
196,0.001,0.001,500,None,cpu,False,True,0.5,MSELoss(),64,1,True,11.566192150115967,2.442775696516037,3.2851016521453857,-49.330009400844574,
197,0.001,0.001,500,None,cpu,False,True,0.5,MSELoss(),64,2,True,18.684381008148193,3.834728181362152,4.24888002872467,-21.629409790039062,
198,0.001,0.001,500,None,cpu,False,False,0.5,MSELoss(),16,1,True,20.300601720809937,3.47271466255188,4.258398234844208,-7.43423068523407,
199,0.001,0.001,500,None,cpu,False,False,0.5,MSELoss(),16,2,True,16.19735074043274,3.2295798659324646,4.018896400928497,-25.020327150821686,
200,0.001,0.001,500,None,cpu,False,False,0.5,MSELoss(),32,1,True,15.83657705783844,3.142140746116638,3.8586581349372864,-44.175503969192505,
201,0.001,0.001,500,None,cpu,False,False,0.5,MSELoss(),32,2,True,18.713524341583252,3.51881206035614,4.229530155658722,-75.29479950666428,
202,0.001,0.001,500,None,cpu,False,False,0.5,MSELoss(),64,1,True,11.22031456232071,2.5201633870601654,3.257019966840744,-10.775627881288528,
203,0.001,0.001,500,None,cpu,False,False,0.5,MSELoss(),64,2,True,21.79453468322754,4.012625157833099,4.5101659297943115,-10.645525455474854,
204,0.001,0.001,1500,None,cpu,False,True,0.5,MSELoss(),16,1,True,23.53144347667694,3.683867037296295,4.39009028673172,-7.794698715209961,
205,0.001,0.001,1500,None,cpu,False,True,0.5,MSELoss(),16,2,True,15.702800750732422,3.318035125732422,3.95377254486084,-18.897575467824936,
206,0.001,0.001,1500,None,cpu,False,True,0.5,MSELoss(),32,1,True,14.46800184249878,3.0481444001197815,3.6447341442108154,-23.597597002983093,
207,0.001,0.001,1500,None,cpu,False,True,0.5,MSELoss(),32,2,True,18.12961173057556,3.518484354019165,4.085431456565857,-54.932857632637024,
208,0.001,0.001,1500,None,cpu,False,True,0.5,MSELoss(),64,1,True,11.566192150115967,2.442775696516037,3.2851016521453857,-49.330009400844574,
209,0.001,0.001,1500,None,cpu,False,True,0.5,MSELoss(),64,2,True,18.684381008148193,3.834728181362152,4.24888002872467,-21.629409790039062,
210,0.001,0.001,1500,None,cpu,False,False,0.5,MSELoss(),16,1,True,22.190155029296875,3.6143583059310913,4.446144342422485,-6.696668982505798,
211,0.001,0.001,1500,None,cpu,False,False,0.5,MSELoss(),16,2,True,15.758358001708984,3.2195240259170532,3.9621185660362244,-59.90848222374916,
212,0.001,0.001,1500,None,cpu,False,False,0.5,MSELoss(),32,1,True,15.378846883773804,3.101639986038208,3.7837706804275513,-84.91091322898865,
213,0.001,0.001,1500,None,cpu,False,False,0.5,MSELoss(),32,2,True,18.22837257385254,3.550992727279663,4.1523513197898865,-131.5523064136505,
214,0.001,0.001,1500,None,cpu,False,False,0.5,MSELoss(),64,1,True,11.00855541229248,2.4901567697525024,3.227568179368973,-11.38926750421524,
215,0.001,0.001,1500,None,cpu,False,False,0.5,MSELoss(),64,2,True,21.51067090034485,3.9273824095726013,4.458915293216705,-13.894148230552673,
