Frame,Speed,X,Y,Changed Pixels
1,0.9519197725449309,715.9247967479674,244.53658536585365,30
2,0.48687439143507366,716.0941883767536,244.71142284569137,11
3,0.36209112534696825,716.220675944334,244.8409542743539,8
4,0.17622131400002752,716.2718253968254,244.9126984126984,5
5,0.04422063169442489,716.2707509881423,244.93478260869566,2
6,0.039025756025003785,716.2820512820513,244.95069033530572,1
7,0.04682503413116578,716.2972440944882,244.96850393700788,1
8,0.05483756152480216,716.3163064833005,244.98821218074656,1
9,0.0,716.3163064833005,244.98821218074656,0
10,0.03807045259236526,716.3031496062993,245.001968503937,1
11,0.0,716.3031496062993,245.001968503937,0
12,0.7956604874839494,715.9740518962076,244.77844311377245,31
13,0.044689145725664736,715.9920634920635,244.79166666666666,3
14,0.08929784421801762,715.9744094488188,244.83267716535434,4
15,0.16833287920732212,716.029296875,244.896484375,4
16,0.0,716.029296875,244.896484375,0
17,0.15767306466588235,716.1050583657587,244.9182879377432,2
18,0.0,716.1050583657587,244.9182879377432,0
19,0.152208352726943,716.0290697674419,244.92248062015503,2
20,0.05558045929274084,716.0543689320389,244.93398058252427,1
21,0.0,716.0543689320389,244.93398058252427,0
22,0.05558045929274084,716.0290697674419,244.92248062015503,1
23,0.0,716.0290697674419,244.92248062015503,0
24,0.14020660625713,715.9667318982388,244.8904109589041,15
25,0.08256369123180286,715.9706457925636,244.93150684931507,4
26,0.10181057956200984,716.0213592233009,244.9359223300971,4
27,0.060640460105297264,716.0445736434109,244.95542635658916,1
28,0.0,716.0445736434109,244.95542635658916,0
29,0.0,716.0445736434109,244.95542635658916,0
30,0.0,716.0445736434109,244.95542635658916,0
31,0.08664069955131379,716.0019342359768,244.9477756286267,1
32,0.0,716.0019342359768,244.9477756286267,0
33,0.0363903330175814,715.9922480620155,244.96317829457365,1
34,0.0,715.9922480620155,244.96317829457365,0
35,0.0,715.9922480620155,244.96317829457365,0
36,0.3078414759669654,715.8493150684932,244.90606653620353,9
37,0.14706307580821648,715.9212598425197,244.92125984251967,5
38,0.0712554729542098,715.9530332681018,244.93737769080235,3
39,0.0637033356194561,715.9843137254902,244.9313725490196,1
40,0.0,715.9843137254902,244.9313725490196,0
41,0.0,715.9843137254902,244.9313725490196,0
42,0.0,715.9843137254902,244.9313725490196,0
43,0.0,715.9843137254902,244.9313725490196,0
44,0.0,715.9843137254902,244.9313725490196,0
45,0.07471831085289038,715.9469548133595,244.9312377210216,1
46,0.0,715.9469548133595,244.9312377210216,0
47,0.03844291324029471,715.9547244094488,244.9488188976378,1
48,0.6679906166043657,716.1417004048583,244.67206477732793,38
49,0.20517181776570143,716.2378048780488,244.6361788617886,6
50,0.06000437601439663,716.230612244898,244.66530612244898,2
51,0.06604189205745709,716.2560975609756,244.64430894308944,2
52,0.0,716.2560975609756,244.64430894308944,0
53,0.0,716.2560975609756,244.64430894308944,0
54,0.12566514343350832,716.1938775510204,244.6530612244898,2
55,0.0,716.1938775510204,244.6530612244898,0
56,0.13203955341098658,716.2448559670781,244.61111111111111,4
57,0.06214779187101632,716.2665289256198,244.5888429752066,2
58,0.05910997057156621,716.2443064182195,244.56935817805382,1
59,0.0,716.2443064182195,244.56935817805382,0
60,0.29482602272346714,716.2741935483871,244.71370967741936,17
61,0.35055297073597125,716.3784860557769,244.85458167330677,10
62,0.14772720452042626,716.4209486166008,244.91501976284584,4
63,0.08309800806952301,716.3794466403162,244.91304347826087,2
64,0.05880840580209901,716.4082840236687,244.90729783037474,1
65,0.0,716.4082840236687,244.90729783037474,0
66,0.035999241908202216,716.4173228346457,244.89173228346456,1
67,0.0,716.4173228346457,244.89173228346456,0
68,0.033316561512964075,716.4027504911592,244.8998035363458,1
69,0.03666568665095981,716.3862745098039,244.9078431372549,1
70,0.0,716.3862745098039,244.9078431372549,0
71,0.03666568665095981,716.4027504911592,244.8998035363458,1
72,0.4810345847739898,716.2119460500963,244.7533718689788,22
73,0.17025656286443272,716.2934362934363,244.77799227799227,13
74,0.10296018880846981,716.2879078694817,244.82917466410748,11
75,0.18281868361907894,716.3678160919541,244.8735632183908,3
76,0.1970865855084882,716.4514285714286,244.9257142857143,3
77,0.1037806511431778,716.4971319311663,244.95028680688335,2
78,0.0,716.4971319311663,244.95028680688335,0
79,0.0,716.4971319311663,244.95028680688335,0
80,0.06893979494206515,716.5296367112811,244.96175908221798,2
81,0.0,716.5296367112811,244.96175908221798,0
82,0.0,716.5296367112811,244.96175908221798,0
83,0.02311653912091534,716.5305343511451,244.9732824427481,1
84,0.5547438885051013,716.516765285996,244.69625246548324,33
85,0.23419495639792595,716.6299212598425,244.7263779527559,7
86,0.14872782968724227,716.6908023483365,244.76908023483367,5
87,0.05957123087997869,716.712890625,244.7890625,1
88,0.10203984933672912,716.6634241245137,244.80155642023345,2
89,0.0925385931864547,716.6174757281553,244.79611650485438,1
90,0.032683051358708234,716.6259689922481,244.81007751937983,1
91,0.19885610002709547,716.5281553398058,244.79223300970872,3
92,0.2692416571523145,716.4054580896686,244.73684210526315,4
93,0.13864372429409405,716.3379174852653,244.7524557956778,4
94,0.060881179086226915,716.3607843137255,244.77254901960785,1
95,0.07476048451064765,716.3280943025541,244.75442043222003,1
96,0.20710172929855622,716.4111776447106,244.69261477045907,12
97,0.18965227177996713,716.4730538922156,244.76447105788424,6
98,0.01826476198796269,716.4751491053678,244.77335984095427,2
99,0.0,716.4751491053678,244.77335984095427,0
100,0.0,716.4751491053678,244.77335984095427,0
101,0.0,716.4751491053678,244.77335984095427,0
102,0.0,716.4751491053678,244.77335984095427,0
103,0.042277783874297245,716.4940476190476,244.76388888888889,1
104,0.07059200963478413,716.4652087475149,244.74353876739562,1
105,0.18143619663981256,716.5553359683795,244.73320158102766,3
106,0.07946873821421532,716.5936883629191,244.74358974358975,1
107,0.06962337303646966,716.6220472440945,244.76377952755905,1
108,0.43797866123841955,716.5522088353414,244.5562248995984,16
109,0.09705241856248815,716.592,244.584,4
110,0.06777821478079457,716.61876247505,244.60479041916167,1
111,0.0,716.61876247505,244.60479041916167,0
112,0.0,716.61876247505,244.60479041916167,0
113,0.0,716.61876247505,244.60479041916167,0
114,0.050019816711175794,716.6067864271457,244.62674650698602,2
115,0.15857300950596429,716.6858846918489,244.63220675944333,2
116,0.41767890109756334,716.4770459081836,244.63273453093814,8
117,0.12815691365331933,716.426,244.594,3
118,0.06105735008994447,716.41,244.568,2
119,0.0,716.41,244.568,0
120,0.34032923070185495,716.5019920318725,244.71115537848607,14
121,0.10432578820375256,716.5177865612649,244.7608695652174,6
122,0.11366695123769997,716.4665354330708,244.78543307086613,4
123,0.06053608311199728,716.4891944990177,244.80550098231828,1
124,0.0,716.4891944990177,244.80550098231828,0
125,0.027198165240888104,716.5,244.79724409448818,1
126,0.0,716.5,244.79724409448818,0
127,0.09282350712564078,716.5463510848126,244.7948717948718,1
128,0.07959671740748563,716.5079051383399,244.78458498023716,1
129,0.0,716.5079051383399,244.78458498023716,0
130,0.057550275804425385,716.4802371541502,244.77667984189722,2
131,0.0,716.4802371541502,244.77667984189722,0
132,0.5843947632673808,716.2054263565891,244.87596899224806,16
133,0.4335783163296015,716.41015625,244.947265625,16
134,0.39693039761443344,716.587084148728,245.0371819960861,9
135,0.0583722973493042,716.6156862745098,245.0313725490196,1
136,0.0,716.6156862745098,245.0313725490196,0
137,0.02340895277577728,716.6164383561644,245.04305283757338,1
138,0.07668798839913327,716.5823529411765,245.02549019607844,1
